ï»¿UPM,NVIVI,NHOGA,AÃO,DPTO,area,L02,edad,P03,P04,P04A,P04B,P05C,P05P,P05M,sexo,P08D,P08M,P08A,P09,ocupado,A01A,A02,A03,A04,A04B,A04A,A05,A07,A08,A10,A11A,A11M,A11S,A12,A13REC,A14REC,A15,A16,A17A,A17M,A17S,A18,B01REC,B02REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B04,B05,B06,B07A,B07M,B07S,B08,B09A,B09M,B09S,B10,B11,B12,B12A,B12B,B12C,B13,B14,B15,B16G,B16U,B16D,B16T,B17,B18AG,B18AU,B18BG,B18BU,B19,B20G,B20U,B20D,B20T,B21,B22,B23,B24,B25,B26,B271,B272,B28,B29,B30,B31,C01REC,C02REC,C03,C04,C05,C06,C07,C08,C09,C101,C102,C11G,C11U,C11D,C11T,C12,C13AG,C13AU,C13BG,C13BU,C14,C14A,C14B,C14C,C15,C16REC,C17REC,C18,C18A,C18B,C19,D01,D02,D03,D04,D05,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01H,E01I,E01J,E01K,E01L,E01M,ED01,ED02,ED03,ED0504,ED06C,ED08,ED09,ED10,ED11F1,ED11F1A,ED11GH1,ED11GH1A,S01A,S01B,S02,S03,S03A,S03B,S03C,S04,S05,S06,S07,S08,S09,CATE_PEA,TAMA_PEA,OCUP_PEA,RAMA_PEA,HORAB,HORABC,HORABCO,PEAD,PEAA,TIPOHOGA,FACTOR,NJEF,NCON,NPAD,NMAD,anios_estudio,ra06ya09,ingreso_principal,e01bimde,e01cimde,e01dde,e01ede,e01fde,e01gde,e01hde,e01ide,e01jde,e01kde,e01lde,e01mde,e01kjde,e02bde,ingrevasode,ingrealmuerzode,ipcm,pobrezai,pobnopoi,quintili,decili,quintiai,decilai,informalidad,sexo_lbl,area_lbl
24226,30,1,2025,11,1,1,38,1,1,1, ,2,0,0,1,1,7,1986,1,1.0, ,1, , , ,2, , , , , , , , , , , , , , , , ,3,7,8,8,8,8,8,0,0,1, , ,16,0,0,6,8,0,0,1,1,2,1,2, ,18,2,4,7500000,5, ,7500000,6, , , , ,6, , , , ,6, , ,6, ,1, , ,1,2,1,1,3,7,4,1, ,1,6, ,4,1, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,6, , ,7500000,2500000,0,3000000,0,0,0,0,0,0,0,0,0,3,1,1,2003,7,19, ,2, , , , ,3,1,1,3, , , , , , , , , ,2,6,3,7,40,44,44,1,1,2,200,2003,2405, , ,15, ,7527134.587,"2509044,862",0,"3010853,835",0,0,0,0,0,0,0,0,0,0,0,0,0,"5163056,76153724",3,0,5,10,5,10,2,Hombre,Urbana
24226,35,1,2025,11,1,1,33,1,1,1, ,2,0,0,6,16,5,1991,2,1.0, ,6,6,1,0,1, , , , , , , , , , , , , , , , ,1,5,0,0,0,0,0,0,0,3,8,72,2,0,0,4,8,0,0,1,1,2,6, , ,18,1,4,6000000,5, ,6000000,6, , , , ,6, , , , ,6, , ,6, ,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,6000000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2404,14,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,2,4,1,5,72,72,72,1,1,2,151,2404,2404, , ,16, ,6021707.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2500902,87788551",3,0,4,8,4,7,2,Mujer,Urbana
24226,42,1,2025,11,1,2,32,2,1,1, ,1,0,0,6,14,10,1992,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,1,8,12,12,12,12,12,0,0,1, , ,5,0,0,6,10,0,0,1,1,2,6, , ,45,2,4,6000000,5, ,6000000,6, , , , ,6, , , , ,6, , ,1,800000,3, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,6000000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2404,1,19, ,14, , , , ,1,4,1,3, , , , , , , , , ,2,6,1,8,60,60,60,1,1,2,147,2405, , , ,16, ,6021707.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11027252,170767",3,0,5,10,5,10,2,Mujer,Urbana
24226,49,1,2025,11,1,2,33,3,1,1, ,0,0,1,1,4,1,1992,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,8,12,0,0,0,4,5,10,1, , ,5,0,0,5,6,0,0,6, ,2,6, , ,88,3,4,2700000,5, ,2700000,6, , , , ,1,500000,5, ,500000,6, , ,1,300000,3, , ,1,5,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,1, ,1,3200000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1003, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,5,9,8,31,31,31,1,1,4,143,606, , , ,12, ,3211577.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3093821,10314617",3,0,5,9,4,8,1,Hombre,Urbana
24226,55,1,2025,11,1,1,64,1,1,1, ,0,0,0,6,22,11,1960,4,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,15,15,15,15,15,15,15,1, , ,20,0,0,1,20,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,306, , , , , , , , ,7, , ,1,6, , ,1, ,1,9,6,6,4,1,5,5,105,105,105,1,1,4,170,306,8888, , ,6, ,2509044.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2354542,07212257",3,0,4,7,4,7,2,Mujer,Urbana
24226,60,1,2025,11,1,1,63,1,1,1, ,2,0,0,1,6,5,1961,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,8,8,8,8,8,0,0,1, , ,30,0,0,1,5,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,900000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2002,7, , , , , , , ,7, , ,3, , , , , , , , , ,4,1,7,2,40,40,40,1,1,2,153,2002,501, , ,14, ,903256.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3988377,71345876",3,0,5,9,5,9,1,Hombre,Urbana
24250,9,1,2025,11,1,2,37,3,1,1, ,0,0,1,6,10,5,1988,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,2,8,10,10,10,10,10,0,0,1, , ,15,0,0,8,15,0,0,1,2,1,1,1, ,30,2,4,7000000,5, ,7000000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,7000000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2404,1,19, ,2, , , , ,3, , ,1,1, , ,1, ,1,9,6,6,1,8,2,8,50,50,50,1,1,3,201,2404, , , ,16, ,6974856.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12607329,5817369",3,0,5,10,5,10,2,Mujer,Urbana
24250,20,1,2025,11,1,2,41,2,1,1, ,1,0,6,6,12,7,1984,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,5,5,5,5,5,5,0,0,1, , ,1,6,0,1,1,6,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,3,6,1,2500000,0,0,0,0,0,2000000,0,0,0,0,0,0,2,1,1,2405,1,19, ,14, , , , ,4, , ,1,1, , ,1, ,1,9,6,6,4,1,9,5,25,25,25,1,1,4,168,2406, , , ,17, ,2491020.114,0,0,0,0,0,"1992816,091",0,0,0,0,0,0,0,0,0,0,"4041976,68650793",3,0,5,9,5,9,1,Mujer,Urbana
24250,29,1,2025,11,1,3,28,3,1,1, ,0,1,2,1,5,7,1997,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,5,8,8,8,8,8,0,0,1, , ,9,0,0,7,4,0,0,1,1,2,6, , ,18,2,4,0,5, ,0,1,10000000,5,0, ,6, , , , ,6, , ,1,100000,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,10000000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2405,1,19, ,15, , , , ,4,1,1,3, , , , , , , , , ,2,7,3,5,40,40,40,1,1,4,175,2405, ,2405,8888,17, ,9964080.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8362354,52586205",3,0,5,10,5,10,2,Hombre,Urbana
24250,42,1,2025,11,1,1,28,1,1,1, ,0,0,0,1,20,11,1996,5,1.0, ,1, , , ,2, , , , , , , , , , , , , , , , ,2,6,8,8,8,8,8,4,0,1, , ,0,2,0,5,0,2,0,1,1,2,6, , ,88,1,4,6000000,5, ,6000000,6, , , , ,6, , , , ,6, , ,6, ,3, , ,1,2,1,1,2,7,8,1, ,1,6, ,4,1, , , , , , , , , , , ,1,1,1,0, , , , , , ,6, ,6, , ,6000000,3000000,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2405,1,19, ,2, , , , ,1, ,1,1,6, , ,1, ,1,9,6,6,2,5,2,6,44,52,52,1,1,4,191,2405,8888, , ,17, ,5978448.275,"2989224,137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5978448,27586206",3,0,5,10,5,10,2,Hombre,Urbana
24250,44,1,2025,11,1,1,29,1,1,1, ,2,0,0,6,2,12,1995,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,14,14,14,14,14,0,0,1, , ,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,8,3000000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2403,14,19, ,14, , , , ,4, , ,1,1, , ,1, ,1,9,6,6,4,1,5,5,70,70,70,1,1,2,153,2403,2405, , ,15, ,2989224.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2468877,71392081",3,0,4,8,4,7,2,Mujer,Urbana
24250,59,1,2025,11,1,1,23,1,1,1, ,0,0,0,6,5,2,2002,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,2,2,0,0,0,0,0,0,3,11,6,0,6,0,11,0,6,0,6, ,2,6, , ,88,6,4,150000,4, ,300000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,5,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,30,1, ,11,300000,0,0,99999999999,0,99999999999,0,0,0,0,0,0,0,3,1,1,2404,14,16,1, , , , , ,7, , ,3, , , , , , , , , ,2,11,3,2,6,6,6,4,1,1,245,2404,8888, , ,16, ,298922.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"298922,413793103",1,1,1,1,1,1,1,Mujer,Urbana
24274,3,1,2025,11,1,3,26,5,1,1, ,0,0,2,1,20,3,1999,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,3,8,10,8,8,8,8,0,2, ,40,5,0,0,6,5,0,0,1,1,1,6, , ,18,1,1,4500000,5, ,4500000,1,1000000,5,0, ,6, , , , ,6, , ,1,400000,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,5500000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1003, ,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,1,6,7,3,40,40,40,1,1,4,142,306, , , ,12, ,5500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3266525,66666667",3,0,5,9,4,8,2,Hombre,Urbana
24274,18,1,2025,11,1,1,59,1,1,1, ,2,0,0,1,7,2,1966,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,4,5,5,5,5,5,0,0,1, , ,32,0,0,2,32,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2400000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,606, , , , , , , , ,7, , ,3, , , , , , , , , ,3,2,7,4,25,25,25,1,1,2,147,606,606, , ,12, ,2400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1133333,33333333",3,0,2,3,2,3,1,Hombre,Urbana
24274,24,1,2025,11,1,4,27,1,1,1, ,5,0,0,6,29,3,1998,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,6,6,6,6,6,6,6,1, , ,3,0,0,2,3,0,0,6, ,2,6, , ,88,88,4,600000,3, ,2400000,6, , , , ,1,300000,5, ,300000,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2700000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,903, ,19, ,2, , , , ,7, , ,1,1, , ,1, ,1,5,6,6,2,2,5,5,42,42,42,1,1,4,154,903,306, , ,12, ,2700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1581342,66666667",3,0,3,5,2,4,1,Mujer,Urbana
24274,24,1,2025,11,1,5,23,2,1,1, ,4,0,0,1,27,1,2002,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,8,8,8,8,8,8,8,1, , ,5,0,0,2,2,0,0,6, ,2,6, , ,88,88,4,600000,3, ,2400000,6, , , , ,1,300000,5, ,300000,6, , ,6, ,3, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,2700000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,306, ,19, ,15, , , , ,7, , ,3, , , , , , , , , ,2,2,5,5,56,56,56,1,1,4,154,903, , , ,6, ,2700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1581342,66666667",3,0,3,5,2,4,1,Hombre,Urbana
24274,32,1,2025,11,1,1,67,1,1,1, ,0,0,0,6,20,7,1957,4,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,9,9,9,9,9,9,9,1, , ,3,0,0,1,3,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,480000,0,0,300000,0,0,0,0,0,0,699577,0,0,1,1,1,305, , , , , , , , ,7, , ,1,6,1, ,1, ,1,4,1,6,4,1,5,5,63,63,63,1,1,1,101,305,8888, , ,5, ,480000.0,0,0,300000,0,0,0,0,0,0,699577,0,0,0,12500,0,0,1992077,3,0,3,6,3,6,1,Mujer,Urbana
24274,33,1,2025,11,1,1,59,1,1,1, ,2,0,0,6,13,8,1965,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,9,9,9,9,9,9,9,1, , ,12,0,0,1,12,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1400000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,502, , , , , , , , ,4, , ,1,6, , ,1, ,1,3,1,6,4,1,5,5,63,63,63,1,1,2,152,502,305, , ,8, ,1400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3144115,25",3,0,5,9,4,8,1,Mujer,Urbana
24274,37,1,2025,11,1,1,59,1,1,1, ,2,0,0,1,26,12,1965,2,1.0, ,1, , , ,2, , , , , , , , , , , , , , , , ,7,2,4,4,4,4,4,4,0,1, , ,10,0,0,1,10,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,1,5,5,24,1, ,1,6, ,4,1, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,1, ,1,500000,600000,0,0,0,0,0,0,0,0,0,0,0,2,1,1,606, , , , , , , , ,7, , ,3, , , , , , , , , ,4,1,7,2,24,48,48,1,1,2,155,606,606, , ,12, ,500000.0,600000,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,2375000,3,0,4,7,4,7,1,Hombre,Urbana
24274,37,1,2025,11,1,2,59,2,1,1, ,1,0,0,6,29,3,1966,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,6,10,6,16,16,6,0,1, , ,8,0,0,2,8,0,0,6, ,2,6, , ,18,1,4,2700000,5, ,2700000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,30,3,6,1,2700000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,606, , , , , , , , ,7, , ,3, , , , , , , , , ,2,2,7,2,60,60,60,1,1,2,155,606, , , ,12, ,2700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375000,3,0,4,7,4,7,1,Mujer,Urbana
24274,39,1,2025,11,1,1,33,1,1,1, ,0,0,0,6,21,9,1991,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,6,3,0,0,3,8,6,3,1,30,15,0,0,1,15,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,3,6,1,4500000,0,0,0,0,2000000,2000000,0,0,0,0,0,0,3,1,1,903, ,19, ,16, , , , ,7, , ,1,6, , ,1, ,1,4,1,6,4,1,5,8,30,30,30,1,1,3,149,903,8888, , ,12, ,4500000.0,0,0,0,0,2000000,2000000,0,0,0,0,0,0,0,0,0,0,"3333333,33333333",3,0,5,9,5,9,2,Mujer,Urbana
24274,42,1,2025,11,1,1,60,1,1,1, ,2,0,0,6,12,6,1964,1,1.0, ,1, , , ,2, , , , , , , , , , , , , , , , ,3,8,0,4,4,4,0,0,0,1, , ,30,0,0,9,30,0,0,1,2,1,6, , ,30,4,2,4284000,5, ,4284000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,1,3,8,6,1, ,1,6, ,4,1, , , , , , , , , , , ,1,1,1,0, , , , , , ,1,30,6, , ,4284000,2000000,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2404,10, , , , , , , ,4, , ,1,2, , ,1, ,1,9,6,6,1,9,3,8,12,18,18,4,1,4,129,2404,2002, , ,16, ,4284000.0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,"2913006,22222222",3,0,4,8,4,8,2,Mujer,Urbana
24274,42,1,2025,11,1,2,63,2,1,3, ,1,0,0,1,1,4,1962,1,1.0, ,1, , , ,2, , , , , , , , , , , , , , , , ,3,8,2,2,2,2,2,2,2,1, , ,30,0,0,1,30,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,1,5,8,8,1, ,3,6, ,2, , ,800000,5, ,800000,6, , , , ,4,1,1,1,0, , , , , , ,6, ,6, , ,2000000,800000,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2002,7, , , , , , , ,4, , ,1,6,6, ,1, ,1,9,6,6,4,1,3,8,14,22,22,1,1,4,129,2404, , , ,14, ,2000000.0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2913006,22222222",3,0,4,8,4,8,1,Hombre,Urbana
24274,53,1,2025,11,1,1,62,1,1,1, ,0,0,0,6,1,4,1963,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,8,8,8,8,8,8,5,0,1, , ,45,0,0,10,10,0,0,6, ,6, , , ,88,1,4,2800000,5, ,2800000,6, , , , ,1,1000000,5, ,1000000,6, , ,1,500000,4, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3800000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,304, , , , , , , , ,1, ,5,3, , , , , , , , , ,6,10,9,8,45,45,45,1,1,1,167,304,8888, , ,4, ,3800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,3,0,5,10,5,10,1,Mujer,Urbana
24274,59,1,2025,11,1,1,52,1,1,1, ,2,0,0,1,16,5,1973,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,2,11,11,11,11,11,11,0,1, , ,2,4,0,5,2,4,0,1,1,2,6, , ,12,1,4,3200000,5, ,3200000,6, , , , ,6, , , , ,6, , ,6, ,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,3200000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,503, , , , , , , , ,1, ,1,3, , , , , , , , , ,2,5,9,2,66,66,66,1,1,2,154,503,606, , ,9, ,3200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814676,3,0,3,6,3,5,2,Hombre,Urbana
24298,1,1,2025,11,1,1,32,1,1,1, ,0,0,0,1,12,1,1993,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,2,7,8,8,0,0,8,0,0,3,12,40,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,15,6, , ,6000000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2404,10,18,1, , , , , ,2, , ,3, , , , , , , , , ,4,1,2,7,40,40,40,1,1,1,241,2404,8888, , ,16, ,6000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"997563,5",0,0,"9468396,83333333",3,0,5,10,5,10,1,Hombre,Urbana
24298,22,1,2025,11,1,1,77,1,1,1, ,0,0,0,6,28,7,1947,4,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,0,0,0,0,0,12,0,1, , ,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,30,1, ,11,500000,0,0,0,0,500000,0,3300000,0,0,0,0,0,3,1,1,606, , , , , , , , ,1, ,2,3, , , , , , , , , ,4,1,5,5,12,12,12,4,1,1,110,606,8888, , ,12, ,500000.0,0,0,0,0,500000,0,3300000,0,0,0,0,0,0,800000,0,0,6100000,3,0,5,10,5,10,1,Mujer,Urbana
24298,32,1,2025,11,1,1,27,1,1,1, ,0,0,2,1,6,5,1998,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,6,6,6,0,0,6,6,0,3,12,30,0,10,0,2,0,10,0,6, ,2,6, , ,88,1,4,3000000,5, ,3000000,1,5000000,5,0, ,6, , , , ,6, , ,6, ,2, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,8000000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2402,14,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,2,5,6,30,30,30,1,1,4,159,2402,8888, , ,14, ,8000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"708333,333333333",0,0,"3717201,83333333",3,0,5,9,5,9,1,Hombre,Urbana
24298,33,1,2025,11,1,1,42,1,1,1, ,2,0,0,1,13,4,1983,1,1.0, ,1, , , ,2, , , , , , , , , , , , , , , , ,8,8,8,6,8,9,8,0,0,1, , ,2,6,0,10,2,6,0,6, ,6, , , ,12,2,4,2000000,5, ,2000000,6, , , , ,1,700000,5, ,700000,6, , ,6, ,4, , , , , ,1,3,8,12,1, ,3,6, ,2, , ,1000000,5, ,1000000,6, , , , ,4,2,5,2,0, , , , , , ,6, ,3,6,11,2700000,1000000,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2103,4,19, ,2, , , , ,7, , ,3, , , , , , , , , ,6,10,8,8,39,51,51,1,1,2,131,2103,2003, , ,15, ,2700000.0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,3,0,5,9,4,8,1,Hombre,Urbana
24298,33,1,2025,11,1,2,42,2,1,1, ,1,0,0,6,8,2,1983,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,8,5,5,5,5,5,0,0,1, , ,3,0,0,1,3,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,25,1, ,1,2800000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2003,7,19, ,2, , , , ,7, , ,1,1, , ,1, ,1,4,1,6,4,1,3,8,25,25,25,4,1,2,131,2103, , , ,15, ,2800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,3,0,5,9,4,8,1,Mujer,Urbana
24298,45,1,2025,11,1,1,62,1,1,1, ,0,0,0,1,19,3,1963,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,2,7,2,5,0,0,3,0,0,3,12,20,32,0,0,1,9,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2500000,0,0,0,0,0,0,5600000,0,0,0,0,0,3,1,1,2406,1, , , , , , , ,4, , ,3, , , , , , , , , ,4,1,2,7,20,20,20,1,1,3,154,2406,8888, , ,18, ,2500000.0,0,0,0,0,0,0,5600000,0,0,0,0,0,0,0,0,0,6400000,3,0,5,10,5,10,2,Hombre,Urbana
24298,57,1,2025,11,1,1,25,1,1,1, ,0,0,0,1,20,5,1999,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,4,8,6,6,0,0,6,0,0,3,12,30,0,10,0,9,0,10,0,6, ,1,1,2, ,88,2,4,3000000,5, ,3000000,6, , , , ,6, , , , ,6, , ,6, ,3, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3000000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1003, ,16,1, , , , , ,3, , ,3, , , , , , , , , ,1,9,4,8,30,30,30,1,1,1,144,1003,8888, , ,12, ,3000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,3,0,4,8,4,8,1,Hombre,Urbana
24298,61,1,2025,11,1,1,43,1,1,1, ,0,0,0,6,24,5,1981,6,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,5,8,7,0,0,8,0,0,3,12,35,12,0,0,4,12,0,0,6, ,2,6, , ,88,2,4,0,5, ,0,1,4500000,5,0, ,6, , , , ,6, , ,6, ,3, , ,1,5,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,4500000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,606, ,19, ,16, , , , ,7, , ,1,1, , ,6,5, , , , ,2,4,3,5,35,35,35,1,1,3,110,606,8888, , ,12, ,4500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1553491,33333333",3,0,3,5,2,4,1,Mujer,Urbana
